quote,author,theme/tag,source,position,region,decade,gender
[E]verything is always working out for you.,Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"[Winfrey attributes this aphorism to  Jeff Weiner , founder of  Linkedin ] Failure is what’s going to humble you.",Oprah Winfrey,failure,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
[Attributed to a friend's Buddhist teacher] Be yourself–but be all of you.,Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"Oprah rejects her protégé Dr. Oz and backs Democrat John Fetterman in Pa. senate race  (November 4, 20222:39 PM ET ASHLEY AHN)",Oprah Winfrey,leadership,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"I am so honored to have been asked to speak on tonight’s theme about what matters most to me, to you, and all of us Americans:  freedom . There are people who want you to see our country as a nation of "" us against them "". People who want to scare you, who want to rule you. People who’d have you believe that books are dangerous and assault rifles are safe, that there’s a right way to worship and a wrong way to love. People who seek first to divide and then to conquer. But here’s the thing: when we stand together, it is impossible to conquer us.",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"America is an ongoing project. It requires commitment, it requires being open to the hard work and the heart work of democracy. And every now and then, it requires standing up to life’s bullies.   I know this. I’ve lived in Mississippi, in Tennessee, in Wisconsin, Maryland, Indiana, Florida, Hawaii, Colorado, California, and sweet home Chicago, Illinois. I have actually traveled this country from the redwood forest — love those redwoods — to the Gulf Stream waters. I’ve seen racism and sexism and income inequality and division. I’ve not only seen it; at times, I’ve been on the receiving end of it.   But more often than not, what I’ve witnessed and experienced are human beings, both conservative and liberal, who may not agree with each other, but who would still help you in a heartbeat if you were in trouble. These are the people who make me proud to say that I am an American. They are the best of America.",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"And despite what some would have you think, we are not so different from our neighbors. When a house is on fire, we don’t ask about the homeowner’s race or religion. We don’t wonder who their partner is or how they voted. No, we just try to do the best we can to save them. And if the place happens to belong to a childless cat lady, well, we try to get that cat out too.   ’cause we are a country of people who work hard for the money. We wish our brothers and sisters well, and we pray for peace. We know all the old tricks and tropes that are designed to distract us from what actually matters, but we are beyond ridiculous tweets and lies and foolery. These are complicated times, people, and they require adult conversation. And I welcome those conversations because civilized debate is vital to democracy, and it is the best of America.",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"This election  isn’t about ""us and them"". It’s about you and me and what we want our  futures  to look like. There are  choices  to be made when we cast our ballot. Now, there’s a certain candidate that says, if we just go to the polls this one time, then we’ll never have to do it again. Well, you know what? You’re looking at a registered independent who’s proud to vote again and again and again. Because I’m an American, and that’s what Americans do.   Voting is the best of  America . And I have always, since I was eligible to vote, I’ve always voted my values. And that is what is needed in this election, now more than ever. So I’m calling on all you independents and all you undecideds. You know this is true. You know I’m telling you the  truth : that values and character matter most of all, in leadership and in life. And more than anything — you know this is true — that  decency  and  respect  are on the ballot in 2024.   And just plain  common sense .",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"We are Americans. Let us choose loyalty to the Constitution over loyalty to any individual, because that’s the best of America. And let us choose optimism over cynicism, because that’s the best of America. And let us choose inclusion over retribution. Let us choose common sense over nonsense, because that’s the best of America.   And let us choose the sweet promise of tomorrow over the bitter return to yesterday. We won’t go back. We won’t be sent back, pushed back, bullied back, kicked back. We’re not going back.    So, let us choose. Let us choose truth, let us choose honor, and let us choose joy! Because that’s the best of America. But more than anything else, let us choose freedom. Why? Because that’s the best of America. We’re all Americans, and together, let’s all choose  Kamala Harris !",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"Howard Davidowitz, in  ""Obama and the 'Oprah Effect': can she sway voters?"" at  The Christian Science Monitor  (December 10, 2007)",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"Kitty Kelly , in  ""From 'Jackie Oh!' to Oprah: Tell-All Queen Expands Her Empire""   The Washington Post  (December 14, 2006)",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
I am grateful for the contribution Oprah Winfrey has made to our country in regard to reading. [ 1 ] [ 2 ],Oprah Winfrey,motivation,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"NPR ""Oprah: The Billionaire Everywoman"". Audio file, video and biography",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"If we could get to a place of true equality, where what we do in life is determined not by gender but by our passions and interests, our companies would be more productive and our home lives not just better balanced but happier.",Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
There aren’t enough women sitting at the tables where decisions are made.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
Reigniting the revolution means I want us to notice all of this and find ways to encourage more women to step up and more companies to recognize what women bring to the table.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"Women face huge institutional barriers. But we also face barriers that exist within ourselves, sometimes as the result of our socialization.",Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
I am not blaming women; I’m helping them see the power they’ve got and encouraging them to use it.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
We don’t really encourage women to be leaders.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
We call our daughters—but not our sons—bossy. We overestimate our sons’ crawling abilities and underestimate our daughters’.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
Women are given messages all through their lives that they shouldn’t lead.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"At the same time, the world still isn’t very welcoming or respectful toward full-time at-home dads.",Sheryl Sandberg,failure,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"No one talks about gender in the workplace, because if you say the words ""I am a woman,"" the other person is likely to hear ""I want special treatment"" or ""I’m going to sue you.",Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
One of my goals is to make gender an open and honest topic in the workplace.,Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"If we want to balance out leadership roles in the workplace, we have to balance out responsibilities in the home.",Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"We need to recognize that we can’t do it all, that we face trade-offs every single minute of the day. We have to stop beating ourselves up for not doing everything perfectly.",Sheryl Sandberg,motivation,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
"The data show that success and likability are positively correlated for men and negatively correlated for women. Which means that as women get more successful, they are liked less—both by men and by other women. That’s because we want people to conform to our stereotypes.",Sheryl Sandberg,leadership,Wikiquote – Sheryl Sandberg,Executive,North America,2010s,female
